Full_Town_Name,High_Count,Med_Count,Low_Count,Safe_Count,Total_Count,Dependency_Score,At_Risk_Cap,Safe_Cap,Cap_Gap,Norm_Dependency,Norm_Gap,Total_Risk_Score
臺中市和平區,4,0,0,0,4,2.9992501874531365,420,0,420,0.9997900524868784,0.00608854483778377,1.0058785973246622
臺中市外埔區,1,3,0,0,4,2.249437640589852,900,0,900,0.7498425393651587,0.013046881795250934,0.7628894211604096
臺中市大安區,2,4,1,0,7,2.142551064133695,9524,0,9524,0.7142122553920868,0.138065002464411,0.8522772578564978
臺中市大甲區,5,2,4,0,11,2.0907190255431325,6113,0,6113,0.6969342181013848,0.08861732046040996,0.7855515385617947
臺中市大肚區,0,1,12,0,13,1.0768402430582262,1451,0,1451,0.3589611055559829,0.021034472761010118,0.379995578316993
臺中市大里區,24,14,3,0,41,2.512133850393893,22465,0,22465,0.837411445249303,0.3256646661447914,1.1630761113940944
臺中市大雅區,0,1,7,12,20,0.4499775011249437,8449,5699,2750,0.14999850007499627,0.039865472152155634,0.1898639722271519
臺中市太平區,13,11,0,0,24,2.541560768301321,42964,0,42964,0.8472208102440177,0.6228291438346235,1.4700499540786414
臺中市新社區,4,4,5,0,13,1.9229290054611186,1566,0,1566,0.6410019742071124,0.022701574323736626,0.663703548530849
臺中市東勢區,18,6,0,0,24,2.7498854214407733,51224,0,51224,0.9166651389525438,0.742570525644371,1.6592356645969146
臺中市東區,5,3,0,0,8,2.6246719160104988,5800,0,5800,0.8749256342957131,0.08407990490272825,0.9590055391984413
臺中市梧棲區,1,4,4,6,15,0.9999333377774815,1650,1600,50,0.33332444503699754,0.0007248267664028297,0.3340492718034004
臺中市沙鹿區,2,3,23,8,36,0.9721952167995334,7615,2892,4723,0.3240780348694018,0.06846713635441129,0.39254517122381305
臺中市清水區,3,5,9,1,18,1.5554691406032997,3465,250,3215,0.5185104531229746,0.04660636107970195,0.5651168142026766
臺中市潭子區,1,9,5,0,15,1.733217785480968,4663,0,4663,0.5777623713974624,0.0675973442347279,0.6453597156321903
臺中市烏日區,9,4,0,0,13,2.692100607645566,6950,0,6950,0.8974027638899573,0.10075092052999333,0.9981536844199507
臺中市石岡區,6,4,0,0,10,2.5997400259974004,720,0,720,0.8666146718661468,0.010437505436200749,0.8770521773023475
臺中市神岡區,0,1,0,9,10,0.19998000199980004,209,1862,0,0.06666266706662669,0.0,0.06666266706662669
臺中市西區,3,2,2,0,7,2.142551064133695,600,0,600,0.7142122553920868,0.008697921196833956,0.7229101765889208
臺中市西屯區,6,9,8,0,23,1.9129603060736489,20739,0,20739,0.6376789414952974,0.3006436461685657,0.938322587663863
臺中市豐原區,6,13,13,3,35,1.628524899288592,7890,715,7175,0.5428633467615211,0.10401264097880607,0.6468759877403272
臺中市霧峰區,11,3,1,0,15,2.666488900739951,10686,0,10686,0.8888651867653269,0.15490997651561278,1.0437751632809396
臺中市龍井區,9,1,5,2,17,1.9998823598611846,1630,135,1495,0.6666541183851931,0.02167232031544461,0.6883264387006377
臺北市中山區,10,1,9,3,23,1.7825311942959001,4959,371,4588,0.5942008318478907,0.06651010408512366,0.6607109359330144
臺北市中正區,5,4,7,3,19,1.578864270301563,9582,90,9492,0.526309141624125,0.1376011133339132,0.6639102549580382
臺北市信義區,1,5,9,4,19,1.1578337982211462,3181,648,2533,0.38596003719102506,0.03671972398596735,0.4226797611769924
臺北市內湖區,10,12,4,0,26,2.23068343525249,8947,0,8947,0.7435908875299667,0.12970050158012236,0.8732913891100891
臺北市北投區,18,5,2,2,27,2.444353912818044,6486,50,6436,0.8148172289915189,0.09329970137137224,0.9081169303628911
臺北市南港區,12,3,0,0,15,2.7998133457769483,10891,0,10891,0.9333084461035932,0.15788176625786438,1.0911902123614576
臺北市士林區,23,3,7,0,33,2.484773188691252,4213,0,4213,0.8282908598729333,0.061073903337102435,0.8893647632100357
臺北市大同區,9,7,2,0,18,2.3887561802122104,3902,0,3902,0.7962839101531397,0.05656548085007683,0.8528493910032166
臺北市大安區,4,1,10,25,40,0.5999850003749907,49468,8559,40909,0.20000299992500192,0.5930387637354673,0.7930417636604692
臺北市文山區,24,6,2,0,32,2.6874160182494298,4501,0,4501,0.8958411716300533,0.06524890551158273,0.961090077141636
臺北市松山區,8,4,6,0,18,2.1109938336759067,6206,0,6206,0.7036927578097513,0.08996549824591922,0.7936582560556705
臺北市萬華區,7,12,0,0,19,2.3682964054523445,35849,0,35849,0.7894637124361876,0.5196862949755009,1.3091500074116884
臺南市七股區,8,8,5,5,26,1.7307026652821045,2787,1336,1451,0.5769239644629053,0.021034472761010118,0.5979584372239154
臺南市下營區,0,0,5,7,12,0.41663194733772185,1080,1330,0,0.1388828708718718,0.0,0.1388828708718718
臺南市中西區,9,5,7,0,21,2.0951383267463455,8062,0,8062,0.6984073774264719,0.11687106781479227,0.8152784452412641
臺南市仁德區,1,1,3,0,5,1.5996800639872024,7830,0,7830,0.533248017063254,0.11350787161868313,0.6467558886819371
臺南市佳里區,3,3,9,2,17,1.4116816657843656,21660,3140,18520,0.4705793776836657,0.2684758342756081,0.7390552119592738
臺南市六甲區,1,5,9,0,15,1.4665688954069729,3130,0,3130,0.48887585272092976,0.04537415557681714,0.5342500082977469
臺南市北區,5,7,9,0,21,1.8094376458263892,16956,0,16956,0.6031700077774075,0.24580325302252762,0.8489732607999351
臺南市北門區,1,2,2,0,5,1.7996400719856027,1330,0,1330,0.5999040191961608,0.01928039198631527,0.619184411182476
臺南市南區,3,0,12,2,17,1.2352214575613198,34375,12207,22168,0.41175695547320745,0.3213591951523586,0.7331161506255661
臺南市善化區,1,2,8,6,17,0.8823010411152284,3410,2020,1390,0.29411211105229107,0.020150184105998666,0.31426229515828974
臺南市大內區,1,5,0,0,6,2.1663056157307112,1115,0,1115,0.7221307559851136,0.016163636890783102,0.7382943928758967
臺南市學甲區,0,6,2,0,8,1.7497812773403325,2120,0,2120,0.5832837561971421,0.03073265489547998,0.6140164110926221
臺南市安南區,4,9,12,15,40,1.0499737506562337,11821,10091,1730,0.3500052498687533,0.025079006117537907,0.3750842559862912
臺南市安定區,0,6,5,6,17,0.9999411799305923,3100,1500,1600,0.33332705919259653,0.02319445652489055,0.3565215157174871
臺南市安平區,19,1,0,0,20,2.949852507374631,6554,0,6554,0.9833235004916421,0.09501029254008292,1.078333793031725
臺南市官田區,3,7,1,0,11,2.18161985274066,5340,0,5340,0.7272357058449233,0.07741149865182222,0.8046472044967454
臺南市將軍區,0,3,11,3,17,0.9999411799305923,2700,650,2050,0.33332705919259653,0.02971789742251602,0.36304495661511255
臺南市山上區,5,4,0,0,9,2.5552716364848354,2650,0,2650,0.8517912824500983,0.03841581861934998,0.8902071010694482
臺南市左鎮區,2,0,0,0,2,2.9985007496251876,110,0,110,0.9995402298850576,0.0015946188860862253,1.0011348487711438
臺南市後壁區,1,6,12,5,24,1.1249531269530435,2715,660,2055,0.3749993750260406,0.029790380099156303,0.4047897551251969
臺南市新化區,6,5,1,1,13,2.2305976463348975,4250,80,4170,0.7435622900802503,0.060450552317996,0.8040128423982463
臺南市新市區,0,2,5,0,7,1.285530638480217,3900,0,3900,0.4285273532352521,0.05653648777942072,0.4850638410146728
臺南市新營區,3,4,8,0,15,1.6665555629624693,8250,0,8250,0.5555407417283293,0.1195964164564669,0.6751371581847962
臺南市東區,2,3,11,5,21,1.0951859435264988,17580,4020,13560,0.36507658365474666,0.19657301904844743,0.5616496027031941
臺南市東山區,3,1,0,0,4,2.7493126718320418,254,0,254,0.9164742147796384,0.003682119973326375,0.9201563347529648
臺南市柳營區,3,1,8,1,13,1.46142604415045,3100,400,2700,0.4871615003974054,0.039140645385752806,0.5263021457831583
臺南市歸仁區,0,4,6,0,10,1.3998600139986002,7230,0,7230,0.4666386694663867,0.10480995042184918,0.5714486198882359
臺南市永康區,8,8,13,0,29,1.8275231888555565,62984,0,62984,0.609198763261037,0.9130497811023165,1.5222485443633533
臺南市西港區,1,3,7,1,12,1.33322223148071,3550,250,3300,0.4444251867899898,0.04783856658258676,0.4922637533725766
臺南市關廟區,5,6,0,0,11,2.4543223343332428,3280,0,3280,0.8181401690755388,0.04754863587602563,0.8656888049515644
臺南市鹽水區,5,3,1,1,10,2.1997800219978005,2700,220,2480,0.7332893377328935,0.03595140761358035,0.7692407453464739
臺南市麻豆區,0,4,3,2,9,1.2220864348405733,5550,350,5200,0.40737843943265567,0.07538198370589429,0.48276042313854994
臺南市龍崎區,1,2,1,0,4,1.9995001249687576,400,0,400,0.6665267016579188,0.0057986141312226375,0.6723253157891415
臺東縣卑南鄉,16,1,2,0,19,2.7366980685227094,970,0,970,0.9122691788151501,0.014061639268214897,0.926330818083365
臺東縣太麻里鄉,7,0,5,0,12,2.166486126156154,900,0,900,0.7221909285337335,0.013046881795250934,0.7352378103289844
臺東縣延平鄉,4,1,0,0,5,2.7994401119776042,190,0,190,0.9331840298606945,0.002754341712330753,0.9359383715730253
臺東縣東河鄉,5,1,0,3,9,1.8886790356627043,911,385,526,0.629584860941377,0.007625177582557769,0.6372100385239348
臺東縣池上鄉,5,4,7,0,16,1.8748828198237608,1890,0,1890,0.6249859383788513,0.027398451770026963,0.6523843901488783
臺東縣海端鄉,3,0,5,0,8,1.7497812773403325,760,0,760,0.5832837561971421,0.011017366849323012,0.5943011230464651
臺東縣臺東市,4,11,3,1,19,1.9472659333719278,778,27,751,0.6491146080030876,0.010886898031370502,0.6600015060344582
臺東縣金峰鄉,4,2,0,0,6,2.6662222962839524,530,0,530,0.8887763150586013,0.007683163723869995,0.8964594787824713
臺東縣關山鎮,4,6,0,0,10,2.3997600239976005,1290,0,1290,0.7999520047995202,0.018700530573193007,0.8186525353727132
臺東縣鹿野鄉,7,5,5,0,17,2.117522498676548,690,0,690,0.7058690665254985,0.01000260937635905,0.7158716759018575
花蓮縣光復鄉,9,5,0,0,14,2.642668380829941,1730,0,1730,0.8809246958550581,0.025079006117537907,0.9060037019725959
花蓮縣卓溪鄉,9,0,3,0,12,2.4997916840263312,742,0,742,0.8332972252312308,0.010756429213417993,0.8440536544446489
花蓮縣吉安鄉,7,4,10,1,22,1.7726466978773692,3446,53,3393,0.5909058679150948,0.04918674436809602,0.6400926122831908
花蓮縣壽豐鄉,11,6,2,0,19,2.4735540234724485,780,0,780,0.8245509885444625,0.011307297555884143,0.8358582861003466
花蓮縣富里鄉,2,3,0,0,5,2.3995200959808036,300,0,300,0.799872025594881,0.004348960598416978,0.804220986193298
花蓮縣新城鄉,8,3,2,0,13,2.4613491269902315,897,0,897,0.8204825269851037,0.013003392189266764,0.8334859191743704
花蓮縣玉里鎮,9,1,2,0,12,2.5831180734938757,405,0,405,0.8610737994056052,0.005871096807862921,0.8669448962134682
花蓮縣瑞穗鄉,11,2,5,0,18,2.3332037109049497,1235,0,1235,0.7777656796844621,0.017903221130149895,0.795668900814612
花蓮縣秀林鄉,3,2,0,0,5,2.599480103979204,390,0,390,0.8665280277277878,0.005653648777942072,0.8721816765057299
花蓮縣花蓮市,11,15,2,0,28,2.321345666226206,6619,0,6619,0.7738128400176185,0.0959525673364066,0.8697654073540251
花蓮縣萬榮鄉,0,4,2,1,7,1.42836737608913,430,100,330,0.47614150359472457,0.004783856658258676,0.48092536025298327
花蓮縣豐濱鄉,4,2,0,1,7,2.285387801742608,200,0,200,0.7618264057515592,0.0028993070656113187,0.7647257128171706
花蓮縣鳳林鎮,2,8,7,0,17,1.705782012822775,1850,0,1850,0.5686167480344293,0.0268185903569047,0.595435338391334
苗栗縣三灣鄉,8,0,0,0,8,2.9996250468691414,760,0,760,0.9999150106236722,0.011017366849323012,1.0109323774729952
苗栗縣公館鄉,1,1,0,0,2,2.4987506246876565,600,0,600,0.8329501915708815,0.008697921196833956,0.8416481127677155
苗栗縣卓蘭鎮,8,3,0,0,11,2.7270248159258252,1850,0,1850,0.9090446323061542,0.0268185903569047,0.9358632226630589
苗栗縣南庄鄉,9,2,1,0,12,2.66644446296142,1030,0,1030,0.8888503735799796,0.014931431387898292,0.903781804967878
苗栗縣大湖鄉,14,2,2,0,18,2.6665185267485136,2100,0,2100,0.8888750624965279,0.030442724188918847,0.9193177866854467
苗栗縣後龍鎮,19,2,5,0,26,2.5383639090804198,5720,0,5720,0.8461551478789278,0.08292018207648372,0.9290753299554115
苗栗縣泰安鄉,7,3,2,0,12,2.416465294558787,1290,0,1290,0.8055206510568564,0.018700530573193007,0.8242211816300494
苗栗縣獅潭鄉,13,0,0,0,13,2.999769248519345,2680,0,2680,0.9999630797630953,0.03885071467919168,1.038813794442287
苗栗縣竹南鎮,7,5,2,0,14,2.3569745018212984,9750,0,9750,0.7856895936004572,0.1413412194485518,0.927030813049009
苗栗縣苗栗市,4,4,17,0,25,1.4799408023679053,2865,0,2865,0.49333333333333335,0.04153257371488214,0.5348659070482155
苗栗縣西湖鄉,5,0,0,0,5,2.9994001199760048,700,0,700,0.9998400319936014,0.010147574729639616,1.009987606723241
苗栗縣通霄鎮,5,0,1,0,6,2.6662222962839524,810,0,810,0.8887763150586013,0.011742193615725842,0.9005185086743271
苗栗縣造橋鄉,2,2,0,0,4,2.499375156210947,810,0,810,0.8331583770723985,0.011742193615725842,0.8449005706881243
苗栗縣銅鑼鄉,10,5,0,0,15,2.666488900739951,570,0,570,0.8888651867653269,0.008263025136992258,0.8971282119023192
苗栗縣頭份市,16,11,3,0,30,2.4332522249258357,4240,0,4240,0.8111165183382777,0.06146530979095996,0.8725818281292377
苗栗縣頭屋鄉,5,0,0,0,5,2.9994001199760048,500,0,500,0.9998400319936014,0.007248267664028297,1.0070882996576296
雲林縣二崙鄉,0,1,1,5,7,0.428510212826739,700,3700,0,0.14284245107841737,0.0,0.14284245107841737
雲林縣元長鄉,0,1,2,8,11,0.36360330879011,600,2200,0,0.12120595097415388,0.0,0.12120595097415388
雲林縣北港鎮,0,0,1,1,2,0.49975012493753124,100,100,0,0.16659003831417626,0.0,0.16659003831417626
雲林縣古坑鄉,11,7,0,0,18,2.610966057441253,1352,0,1352,0.8703568320278503,0.019599315763532514,0.8899561477913828
雲林縣四湖鄉,0,0,1,5,6,0.16663889351774702,1560,400,1160,0.05554851969116258,0.01681598098054565,0.07236450067170823
雲林縣土庫鎮,4,3,1,4,12,1.5832013998833432,922,517,405,0.5277549093131129,0.005871096807862921,0.5336260061209758
雲林縣大埤鄉,0,1,5,1,7,0.999857163262391,712,187,525,0.3332990525163072,0.007610681047229712,0.34090973356353693
雲林縣崙背鄉,0,0,7,7,14,0.49996428826512396,3839,1585,2254,0.16666142894555153,0.03267519062943956,0.1993366195749911
雲林縣斗六市,14,10,1,0,25,2.5198992040318386,6760,0,6760,0.8400000000000001,0.09799657881766258,0.9379965788176626
雲林縣斗南鎮,4,3,0,0,7,2.571061276960434,5256,0,5256,0.8570547064705042,0.07619378968426546,0.9332484961547697
雲林縣東勢鄉,3,0,7,7,17,0.9411211105229104,1217,528,689,0.3137195851224438,0.009988112841030993,0.3237076979634748
雲林縣林內鄉,1,0,3,0,4,1.4996250937265683,240,0,240,0.4998950262434392,0.0034791684787335827,0.5033741947221727
雲林縣水林鄉,1,3,0,0,4,2.249437640589852,1250,0,1250,0.7498425393651587,0.018120669160070744,0.7679632085252294
雲林縣臺西鄉,0,1,1,6,8,0.3749531308586427,400,3380,0,0.12498937632795902,0.0,0.12498937632795902
雲林縣莿桐鄉,2,4,2,0,8,1.9997500312460943,1089,0,1089,0.6666100070824481,0.015786726972253633,0.6823967340547017
雲林縣虎尾鎮,8,8,14,5,35,1.5428130624839291,11342,633,10709,0.5142915916688096,0.15524339682815808,0.6695349884969677
雲林縣褒忠鄉,0,2,3,3,8,0.8748906386701663,1100,500,600,0.29164187809857106,0.008697921196833956,0.300339799295405
雲林縣西螺鎮,4,6,13,13,36,1.027749229188078,5090,1850,3240,0.3425967797190819,0.046968774462903366,0.3895655541819853
雲林縣麥寮鄉,1,3,4,9,17,0.7646609022998646,1275,812,463,0.25489716291198555,0.006711895856890204,0.26160905876887575
高雄市三民區,24,7,7,0,38,2.447304018315308,34717,0,34717,0.8158006368253469,0.5032762169841408,1.3190768538094877
高雄市仁武區,6,3,3,0,12,2.2498125156236983,7989,0,7989,0.7499675027081079,0.11581282073584413,0.865780323443952
高雄市內門區,11,0,0,0,11,2.9997272975184077,1430,0,1430,0.9999490955367696,0.02073004551912093,1.0206791410558904
高雄市前金區,4,1,0,0,5,2.7994401119776042,4468,0,4468,0.9331840298606945,0.06477051984575687,0.9979545497064514
高雄市前鎮區,10,7,4,0,21,2.285605447359649,18542,0,18542,0.7618989571925145,0.2687947580528254,1.03069371524534
高雄市大寮區,3,12,17,8,40,1.2499687507812305,4740,1930,2810,0.4166729165104206,0.04073526427183903,0.45740818078225964
高雄市大樹區,9,2,1,0,12,2.66644446296142,7583,0,7583,0.8888503735799796,0.10992722739265316,0.9987776009726328
高雄市大社區,3,2,0,0,5,2.599480103979204,1000,0,1000,0.8665280277277878,0.014496535328056594,0.8810245630558444
高雄市小港區,1,1,8,6,16,0.8124492219236297,5275,2701,2574,0.2708272399641689,0.037314081934417674,0.30814132189858656
高雄市岡山區,7,4,1,2,14,2.142704092564817,6726,719,6007,0.7142632669095066,0.08708068771563596,0.8013439546251425
高雄市左營區,15,12,1,0,28,2.4999107174743758,14303,0,14303,0.8333369046343583,0.20734394479719348,1.0406808494315518
高雄市彌陀區,1,1,3,0,5,1.5996800639872024,650,0,650,0.533248017063254,0.009422747963236786,0.5426707650264908
高雄市新興區,1,2,3,0,6,1.6663889351774703,6455,0,6455,0.5554851969116259,0.09357513554260531,0.6490603324542312
高雄市旗山區,4,9,4,0,17,1.9998823598611846,1670,0,1670,0.6666541183851931,0.02420921399785451,0.6908633323830475
高雄市旗津區,5,0,0,0,5,2.9994001199760048,1820,0,1820,0.9998400319936014,0.026383694297063002,1.0262237262906644
高雄市杉林區,13,1,0,0,14,2.928362259838583,2707,0,2707,0.9761597981096589,0.0392421211330492,1.0154019192427082
高雄市林園區,3,2,3,0,8,1.9997500312460943,8110,0,8110,0.6666100070824481,0.11756690151053899,0.784176908592987
高雄市梓官區,4,6,0,0,10,2.3997600239976005,2300,0,2300,0.7999520047995202,0.03334203125453017,0.8332940360540504
高雄市楠梓區,20,3,1,0,24,2.7915503520686635,17134,0,17134,0.9305540046942489,0.2483836363109217,1.1789376410051706
高雄市橋頭區,1,6,0,0,7,2.142551064133695,6641,0,6641,0.7142122553920868,0.09627149111362385,0.8104837465057106
高雄市永安區,1,1,2,1,5,1.3997200559888021,260,120,140,0.46659201493034724,0.0020295149459279233,0.46862152987627514
高雄市湖內區,3,0,3,0,6,1.9996667222129645,830,0,830,0.6665822362939511,0.012032124322286973,0.678614360616238
高雄市燕巢區,6,1,6,0,13,1.9998461656795632,2915,0,2915,0.6666420531753968,0.04225740048128497,0.7088994536566818
高雄市田寮區,4,0,0,0,4,2.9992501874531365,270,0,270,0.9997900524868784,0.003914064538575281,1.0037041170254537
高雄市美濃區,13,1,1,1,16,2.6248359477532652,19063,569,18494,0.8749803137303919,0.26809892435707866,1.1430792380874706
高雄市苓雅區,2,1,8,2,13,1.2306745634951157,11141,5058,6083,0.41024126349255186,0.08818242440056827,0.49842368789312014
高雄市路竹區,0,0,6,5,11,0.545404963185165,3635,5389,0,0.1818089264612308,0.0,0.1818089264612308
高雄市阿蓮區,0,4,0,1,5,1.5996800639872024,980,20,960,0.533248017063254,0.01391667391493433,0.5471646909781883
高雄市鳥松區,3,2,4,0,9,1.8886790356627043,2990,0,2990,0.629584860941377,0.04334464063088922,0.6729295015722663
高雄市鳳山區,13,12,11,0,36,2.055498458376156,38546,0,38546,0.6851935594381638,0.5587834507552695,1.2439770101934333
高雄市鹽埕區,5,0,0,0,5,2.9994001199760048,1213,0,1213,0.9998400319936014,0.01758429735293265,1.017424329346534
高雄市鼓山區,7,6,0,0,13,2.5382662872086765,10325,0,10325,0.8461226059533884,0.14967672726218434,0.9957993332155728
