StationId,obsTime,ELEV,RAIN,MIN_10,HOUR_3,HOUR_6,HOUR_12,HOUR_24,NOW,StationName,CountyName,Lon,Lat
01C570,2022/10/30 19:20,64.0,1.0,0.0,4.0,6.0,7.0,7.0,7.0,龍壽社區,桃園市,121.387637,25.010105
A1AB80,2022/10/30 19:20,127.0,1.0,0.0,3.0,9.5,14.5,25.5,23.0,雙溪,臺北市,121.569411,25.113593
A1AB50,2022/10/30 19:20,25.0,1.0,0.0,2.0,3.5,6.0,13.0,12.0,建國,臺北市,121.528909,25.072195
01S270,2022/10/30 19:20,115.0,1.0,0.0,6.0,7.0,7.0,13.0,8.0,樟原(1),臺東縣,121.459474,23.403797
C0V730,2022/10/30 19:20,33.0,1.0,0.5,2.0,2.0,2.0,2.0,2.0,大寮,高雄市,120.395717,22.605614
C1Z040,2022/10/30 19:20,434.0,1.0,0.0,1.5,2.0,3.0,13.0,7.5,立山,花蓮縣,121.327375,23.443356
C0AH90,2022/10/30 19:20,660.0,1.0,0.5,4.0,9.0,31.0,36.0,34.0,福山植物園,新北市,121.58135,24.760717
21C090,2022/10/30 19:20,1260.0,1.0,0.0,6.0,10.0,11.0,13.0,12.0,嘎拉賀,桃園市,121.408182,24.631502
O1T820,2022/10/30 19:20,150.0,1.0,0.0,2.0,2.0,3.0,7.0,6.0,太平國小,花蓮縣,121.320127,23.405748
C1R290,2022/10/30 19:20,260.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,石門山,屏東縣,120.756597,22.112611
01T720,2022/10/30 19:20,210.0,1.0,0.0,2.0,2.0,2.0,7.0,3.0,明里,花蓮縣,121.25167,23.202324
C0R600,2022/10/30 19:20,766.0,1.0,0.0,3.0,8.0,8.0,8.0,8.0,舊泰武,屏東縣,120.664944,22.588194
CAA070,2022/10/30 19:20,54.0,1.0,0.5,3.0,8.0,9.0,9.0,9.0,國三N046K,新北市,121.3958,24.95083
O1S660,2022/10/30 19:20,43.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,賓茂國小,臺東縣,120.954393,22.532409
A1AG30,2022/10/30 19:20,160.0,1.0,0.0,2.5,3.0,5.5,9.5,9.0,稻香里,臺北市,121.483915,25.147998
O1R620,2022/10/30 19:20,9.6,1.0,0.0,2.0,2.0,2.0,2.0,2.0,新庄國小,屏東縣,120.488328,22.560122
C0A520,2022/10/30 19:20,48.0,1.0,0.0,3.5,8.0,9.0,9.0,9.0,山佳,新北市,121.402008,24.974944
A1AC70,2022/10/30 19:20,118.0,1.0,0.0,3.5,12.0,14.0,16.0,16.0,挹翠山莊,臺北市,121.574405,25.017093
CAA060,2022/10/30 19:20,50.0,1.0,0.5,2.5,9.0,10.0,10.0,10.0,國三S042K,新北市,121.4306,24.96
C0U710,2022/10/30 19:20,1942.0,1.0,0.0,3.5,5.5,7.5,17.0,10.5,太平山,宜蘭縣,121.525656,24.505486
467610,2022/10/30 19:20,33.3,1.0,0.0,6.5,8.5,8.5,9.5,8.5,成功,臺東縣,121.373428,23.097486
21D170,2022/10/30 19:20,630.0,1.0,0.0,1.0,1.0,1.0,1.5,1.0,鎮西堡,新竹縣,121.308179,24.564908
V2C260,2022/10/30 19:20,103.0,1.0,0.5,2.5,4.0,4.5,4.5,4.5,八德蔬果,桃園市,121.281819,24.978508
CAC050,2022/10/30 19:20,23.0,1.0,0.5,2.0,3.5,4.0,4.5,4.5,西濱S023K,桃園市,121.27551,25.11649
CAA050,2022/10/30 19:20,51.0,1.0,0.5,2.5,8.5,9.5,9.5,9.5,國三S037K,新北市,121.471042,24.982361
81T910,2022/10/30 19:20,173.0,1.0,0.0,1.0,1.0,1.5,5.0,2.5,東里國中,花蓮縣,121.303056,23.263333
01S470,2022/10/30 19:20,2362.0,1.0,0.0,3.0,3.0,4.0,10.0,4.0,向陽(2),臺東縣,120.985899,23.247932
467080,2022/10/30 19:20,7.4,1.0,0.0,1.5,2.0,2.5,3.5,3.5,宜蘭,宜蘭縣,121.756528,24.763975
72AI40,2022/10/30 19:20,40.0,1.0,0.5,3.5,10.5,11.0,11.5,11.0,桃改樹林分場,新北市,121.386972,24.944503
C0V720,2022/10/30 19:20,15.0,1.0,0.0,1.5,1.5,1.5,1.5,1.5,林園,高雄市,120.394511,22.507747
01U120,2022/10/30 19:20,60.0,1.0,0.0,13.0,17.0,23.0,41.0,33.0,新寮(1),宜蘭縣,121.751929,24.624996
C0A9F0,2022/10/30 19:20,35.0,1.0,0.5,2.5,6.5,14.0,42.5,36.0,內湖,臺北市,121.57545,25.079422
01T230,2022/10/30 19:20,180.0,1.0,0.0,2.0,2.0,3.0,12.0,5.0,立山,花蓮縣,121.312632,23.430078
C0U990,2022/10/30 19:20,31.0,1.0,1.0,1.5,2.0,3.0,3.5,3.5,員山,宜蘭縣,121.722472,24.74435
C0Z250,2022/10/30 19:20,1124.0,1.0,0.5,2.0,3.0,4.5,16.5,6.5,瑞穗林道,花蓮縣,121.306883,23.492842
81R650,2022/10/30 19:20,119.0,1.0,0.0,1.5,1.5,1.5,1.5,1.5,丹路國小,屏東縣,120.751358,22.203384
C0SA20,2022/10/30 19:20,857.0,1.0,0.0,1.5,1.5,1.5,2.0,1.5,金崙山,臺東縣,120.959667,22.567419
C0V450,2022/10/30 19:20,51.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,鳳森,高雄市,120.392592,22.545064
CAB020,2022/10/30 19:20,52.0,1.0,0.0,5.5,15.0,47.0,177.0,162.5,國一S006K,基隆市,121.6869,25.08694
C1Z240,2022/10/30 19:20,1163.0,1.0,0.0,3.5,4.5,5.0,19.0,7.0,中平林道,花蓮縣,121.267631,23.421147
C0U970,2022/10/30 19:20,7.0,1.0,0.0,1.5,1.5,3.0,3.0,3.0,大福,宜蘭縣,121.813892,24.800636
O1S680,2022/10/30 19:20,1110.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,金針山,臺東縣,120.952564,22.642801
81U860,2022/10/30 19:20,46.0,1.0,0.0,17.0,40.5,62.5,163.5,142.0,金岳國小,宜蘭縣,121.777318,24.47039
C0AC60,2022/10/30 19:20,55.0,1.0,0.0,3.0,9.0,9.0,9.0,9.0,三峽,新北市,121.369728,24.939025
466900,2022/10/30 19:20,19.0,1.0,0.0,2.0,4.0,5.5,12.5,10.5,淡水,新北市,121.448906,25.164889
467590,2022/10/30 19:20,22.3,1.0,0.0,2.5,3.0,3.0,3.0,3.0,恆春,屏東縣,120.746339,22.003897
01AF90,2022/10/30 19:20,118.0,1.0,0.0,2.0,9.0,11.0,11.0,11.0,三貂嶺,新北市,121.820556,25.059541
B2Q810,2022/10/30 19:20,20.0,1.0,0.0,3.0,5.0,5.0,5.0,5.0,畜試南區分所,屏東縣,120.802167,21.945583
467660,2022/10/30 19:20,9.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,臺東,臺東縣,121.154586,22.752211
CAQ030,2022/10/30 19:20,10.0,0.5,0.0,2.5,2.5,2.5,2.5,2.5,崎峰國小,屏東縣,120.49521,22.42565
C1T830,2022/10/30 19:20,675.0,0.5,0.5,0.5,0.5,2.5,7.5,4.5,布洛灣,花蓮縣,121.571269,24.171842
C0U910,2022/10/30 19:20,17.0,0.5,0.0,6.0,7.0,8.0,9.5,9.0,冬山,宜蘭縣,121.793697,24.633725
81AH70,2022/10/30 19:20,93.0,0.5,0.0,0.5,12.5,15.5,19.5,18.0,柑林國小,新北市,121.804444,25.015833
C0U860,2022/10/30 19:20,5.0,0.5,0.0,1.5,2.0,2.0,2.0,2.0,頭城,宜蘭縣,121.830797,24.853233
C0SA60,2022/10/30 19:20,11.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,知本水試所,臺東縣,121.082761,22.702394
CAA080,2022/10/30 19:20,97.0,0.5,0.0,2.0,5.5,5.5,5.5,5.5,國三S054K,新北市,121.3239,24.93917
C0S990,2022/10/30 19:20,409.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,山豬窟,臺東縣,120.857372,22.318619
CAA020,2022/10/30 19:20,27.0,0.5,0.5,0.5,1.0,1.5,3.0,3.0,國一S026K,新北市,121.4964,25.07639
A1AG60,2022/10/30 19:20,122.0,0.5,0.0,4.0,12.5,14.0,15.5,15.5,福州山,臺北市,121.554305,25.016894
C0S700,2022/10/30 19:20,507.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,知本,臺東縣,121.005644,22.684872
C0C730,2022/10/30 19:20,5.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,中大臨海站,桃園市,121.008583,24.966128
C1AI60,2022/10/30 19:20,181.0,0.5,0.0,1.5,2.0,2.5,3.5,3.5,國一39K,新北市,121.383836,25.064361
88R460,2022/10/30 19:20,189.0,0.5,0.0,0.5,1.5,1.5,1.5,1.5,來義,屏東縣,120.676125,22.525964
E2S960,2022/10/30 19:20,26.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,太麻里2,臺東縣,120.99775,22.598
C0AD40,2022/10/30 19:20,32.0,0.5,0.0,2.5,9.5,10.5,10.5,10.5,土城,新北市,121.445169,24.973208
C0R640,2022/10/30 19:20,21.0,0.5,0.0,1.5,1.5,1.5,1.5,1.5,東港,屏東縣,120.440744,22.462467
E2S980,2022/10/30 19:20,100.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,太麻里1,臺東縣,120.980044,22.598922
C0U780,2022/10/30 19:20,15.0,0.5,0.0,2.5,2.5,2.5,3.5,3.5,五結,宜蘭縣,121.797944,24.686369
C0Z160,2022/10/30 19:20,124.0,0.5,0.0,1.0,4.0,15.0,32.5,25.0,鳳林,花蓮縣,121.453411,23.746114
C0S740,2022/10/30 19:20,289.0,0.5,0.5,1.0,1.0,1.0,3.0,1.5,池上,臺東縣,121.209469,23.119628
CAB040,2022/10/30 19:20,76.0,0.5,0.5,1.5,12.0,27.5,93.0,86.5,國三S007K,基隆市,121.6678,25.09694
81AI10,2022/10/30 19:20,91.0,0.5,0.0,6.0,9.0,9.0,9.0,9.0,建安國小,新北市,121.446624,24.925692
A1AG50,2022/10/30 19:20,143.0,0.5,0.0,1.5,2.0,4.0,10.0,9.0,劍潭山,臺北市,121.52841,25.083096
C0R270,2022/10/30 19:20,51.0,0.5,0.5,2.0,2.0,2.0,2.0,2.0,琉球嶼,屏東縣,120.362236,22.332244
C0F0D0,2022/10/30 19:20,3171.0,0.5,0.0,1.5,4.0,4.5,5.5,4.5,審馬陣,臺中市,121.4203,24.381675
C0AG80,2022/10/30 19:20,48.0,0.5,0.0,1.5,8.5,10.0,10.0,10.0,中和,新北市,121.491792,24.991622
A1AG20,2022/10/30 19:20,181.0,0.5,0.0,1.5,7.0,12.5,32.5,28.0,大湖里,臺北市,121.604109,25.096391
C1V570,2022/10/30 19:20,82.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,吉東,高雄市,120.5454,22.854222
C0Z320,2022/10/30 19:20,646.0,0.5,0.0,0.5,0.5,0.5,9.5,1.0,清水林道,花蓮縣,121.188272,23.27125
C0V710,2022/10/30 19:20,34.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,苓雅,高雄市,120.330669,22.622742
C0AJ30,2022/10/30 19:20,22.0,0.5,0.0,2.5,6.0,7.5,10.5,10.5,淡水觀海,新北市,121.408617,25.184592
C0S750,2022/10/30 19:20,2280.0,0.5,0.0,3.0,3.5,3.5,10.5,3.5,向陽,臺東縣,120.986133,23.248397
82C160,2022/10/30 19:20,195.0,0.5,0.0,0.5,1.0,1.0,1.0,1.0,茶改場,桃園市,121.185333,24.908472
C0C660,2022/10/30 19:20,176.0,0.5,0.0,0.5,1.0,1.0,1.0,1.0,楊梅,桃園市,121.143047,24.912375
C0S960,2022/10/30 19:20,32.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,香蘭,臺東縣,120.993375,22.587569
C0AD50,2022/10/30 19:20,84.0,0.5,0.0,3.0,6.5,7.0,7.0,7.0,鶯歌,新北市,121.346294,24.951533
81AH40,2022/10/30 19:20,47.0,0.5,0.0,2.5,6.0,7.0,7.5,7.0,精忠,新北市,121.53208,24.959713
B2U990,2022/10/30 19:20,10.0,0.5,0.0,2.0,2.0,2.5,3.5,3.5,畜試東區分所,宜蘭縣,121.832561,24.669039
A1A9U0,2022/10/30 19:20,28.0,0.5,0.0,1.0,1.0,1.5,1.5,1.5,桃源國中,臺北市,121.476914,25.134398
C0Z020,2022/10/30 19:20,211.0,0.5,0.0,1.0,1.0,1.5,5.0,2.5,明里,花蓮縣,121.262342,23.208717
C0C710,2022/10/30 19:20,143.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,大溪永福,桃園市,121.324975,24.892936
C0C650,2022/10/30 19:20,208.0,0.5,0.0,0.5,1.5,1.5,1.5,1.5,平鎮,桃園市,121.214636,24.897503
C1S670,2022/10/30 19:20,1580.0,0.5,0.0,0.5,0.5,0.5,4.0,1.0,摩天,臺東縣,121.027,23.199503
C0I540,2022/10/30 19:20,3344.0,0.5,0.0,0.5,0.5,0.5,1.0,0.5,奇萊稜線,南投縣,121.326456,24.109231
A1AD50,2022/10/30 19:20,121.0,0.5,0.0,1.0,3.5,7.0,17.5,15.0,劍南路,臺北市,121.55131,25.089894
72Q010,2022/10/30 19:20,45.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,高雄農改,屏東縣,120.525889,22.709333
A1A9V0,2022/10/30 19:20,37.0,0.5,0.0,1.5,3.5,5.0,5.5,5.5,北投國小,臺北市,121.498913,25.133897
C1A750,2022/10/30 19:20,92.0,0.5,0.0,1.5,4.5,6.5,18.5,16.0,石碇服務區,新北市,121.638017,25.00865
C0S970,2022/10/30 19:20,19.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,加津林,臺東縣,120.926942,22.416211
C0S830,2022/10/30 19:20,288.0,0.5,0.0,1.5,2.0,2.0,3.5,2.0,長濱,臺東縣,121.411975,23.286817
A1A9X0,2022/10/30 19:20,20.0,0.5,0.0,3.0,5.5,8.0,11.5,11.0,太平國小,臺北市,121.511708,25.061696
C0S920,2022/10/30 19:20,133.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,金峰嘉蘭,臺東縣,120.960825,22.594789
C0AJ20,2022/10/30 19:20,50.0,0.5,0.0,0.5,1.0,1.0,1.0,1.0,野柳,新北市,121.690022,25.207031
C0Z300,2022/10/30 19:20,182.0,0.5,0.0,1.0,1.0,1.0,5.0,2.5,東里,花蓮縣,121.305469,23.268528
C0SA00,2022/10/30 19:20,466.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,歷坵,臺東縣,120.89185,22.520969
C0R350,2022/10/30 19:20,35.0,0.5,0.0,1.0,2.5,2.5,2.5,2.5,貓鼻頭,屏東縣,120.735817,21.921689
467050,2022/10/30 19:20,20.6,0.5,0.0,1.0,1.0,1.0,1.0,1.0,新屋,桃園市,121.047492,25.006725
C0U980,2022/10/30 19:20,573.0,0.5,0.0,0.5,0.5,1.0,2.0,2.0,坪林石牌,宜蘭縣,121.773961,24.864781
CAQ020,2022/10/30 19:20,38.0,0.5,0.0,2.0,2.0,2.0,2.0,2.0,國三S415K,屏東縣,120.528,22.568
C0AI40,2022/10/30 19:20,12.0,0.5,0.0,0.5,1.0,1.0,1.0,1.0,石牌,臺北市,121.513167,25.115597
A1AG70,2022/10/30 19:20,81.0,0.5,0.0,0.5,7.0,9.0,10.0,10.0,仙跡岩,臺北市,121.543203,24.989295
CAB030,2022/10/30 19:20,107.0,0.5,0.5,0.5,15.5,19.0,38.0,38.0,國三S004K,基隆市,121.6886,25.11444
C1U670,2022/10/30 19:20,105.0,0.5,0.5,14.5,21.5,43.5,73.0,67.5,寒溪,宜蘭縣,121.716908,24.634003
A2C560,2022/10/30 19:20,121.0,0.5,0.0,1.0,2.0,2.0,2.0,2.0,農工中心,桃園市,121.239833,24.985917
467540,2022/10/30 19:20,8.1,0.5,0.0,0.5,0.5,0.5,0.5,0.5,大武,臺東縣,120.90374,22.35572
C0S940,2022/10/30 19:20,150.0,0.5,0.0,1.5,1.5,1.5,2.5,1.5,石寧山,臺東縣,121.406639,23.223772
C0T900,2022/10/30 19:20,160.0,0.5,0.0,0.5,2.0,5.0,20.0,12.0,西林,花蓮縣,121.441458,23.8119
C1C510,2022/10/30 19:20,106.0,0.5,0.0,0.5,1.0,1.0,1.0,1.0,水尾,桃園市,121.087161,24.940081
C0S810,2022/10/30 19:20,65.0,0.5,0.5,1.5,1.5,1.5,1.5,1.5,東河,臺東縣,121.303986,22.972672
A1AD30,2022/10/30 19:20,97.0,0.5,0.0,2.0,8.0,20.5,69.5,60.5,安泰里,臺北市,121.613109,25.087591
C0AD10,2022/10/30 19:20,27.0,0.5,0.0,0.5,0.5,0.5,1.0,1.0,八里,新北市,121.403947,25.150211
C0UB00,2022/10/30 19:20,379.0,0.5,0.5,0.5,1.0,1.0,1.5,1.5,淡大蘭陽校園,宜蘭縣,121.730383,24.823239
A1A9W0,2022/10/30 19:20,18.0,0.5,0.0,0.5,1.0,1.0,3.0,3.0,陽明高中,臺北市,121.51671,25.092496
A1AA10,2022/10/30 19:20,394.0,0.5,0.0,2.5,10.0,12.5,17.0,15.5,格致國中,臺北市,121.545613,25.131395
C0C700,2022/10/30 19:20,151.0,0.5,0.5,1.5,2.0,2.5,2.5,2.5,中壢,桃園市,121.256375,24.977661
C1T990,2022/10/30 19:20,128.0,0.5,0.0,1.5,2.0,2.0,2.0,2.0,高寮,花蓮縣,121.356808,23.394239
A1AA30,2022/10/30 19:20,53.0,0.5,0.0,1.5,5.5,7.5,13.5,12.5,至善國中,臺北市,121.555611,25.103294
C0AH10,2022/10/30 19:20,30.0,0.5,0.0,4.0,14.0,15.5,16.0,16.0,永和,新北市,121.508111,25.01125
C0R650,2022/10/30 19:20,29.0,0.5,0.0,2.0,2.0,2.0,2.0,2.0,竹田,屏東縣,120.543442,22.584861
C0UA70,2022/10/30 19:20,547.0,0.5,0.0,1.0,1.0,2.0,2.0,2.0,桃源谷,宜蘭縣,121.888875,24.962606
C0R560,2022/10/30 19:20,22.0,0.5,0.0,1.5,1.5,1.5,1.5,1.5,新園,屏東縣,120.461558,22.5434
C0R730,2022/10/30 19:20,163.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,大坪頂,屏東縣,120.69355,22.024633
C1SA70,2022/10/30 19:20,62.0,0.5,0.0,0.5,0.5,0.5,1.0,0.5,都蘭,臺東縣,121.226881,22.87794
C0U950,2022/10/30 19:20,1012.0,0.5,0.0,1.0,1.5,2.5,5.5,5.0,鶯子嶺,宜蘭縣,121.792444,24.897536
C0R320,2022/10/30 19:20,7.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,車城,屏東縣,120.716247,22.0744
C0C490,2022/10/30 19:20,157.0,0.5,0.5,2.0,4.0,4.0,4.0,4.0,八德,桃園市,121.283289,24.928708
C0R440,2022/10/30 19:20,1654.0,0.5,0.0,2.0,3.0,3.0,6.5,4.0,大漢山,屏東縣,120.753181,22.405264
C1S800,2022/10/30 19:20,80.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,華源,臺東縣,121.02325,22.657883
01A440,2022/10/30 19:20,916.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,大桶山,新北市,121.562992,24.876212
88V560,2022/10/30 19:20,403.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,集來,高雄市,120.592901,23.028691
01A380,2022/10/30 19:20,101.0,0.0,0.0,0.0,13.0,15.0,19.0,19.0,瑞芳(2),新北市,121.803301,25.110338
C0R480,2022/10/30 19:20,57.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,長治,屏東縣,120.542622,22.693128
C1V340,2022/10/30 19:20,190.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,大津,高雄市,120.645986,22.888322
C0R810,2022/10/30 19:20,25.0,0.0,0.0,0.0,3.5,3.5,3.5,3.5,內獅,屏東縣,120.642986,22.305064
C1R250,2022/10/30 19:20,92.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,力里,屏東縣,120.629228,22.428117
C0F9Y0,2022/10/30 19:20,3313.0,0.0,0.0,0.5,0.5,0.5,1.0,0.5,桃山,臺中市,121.303808,24.432739
C0AC80,2022/10/30 19:20,40.0,0.0,0.0,0.5,5.5,6.5,8.0,8.0,文山,臺北市,121.575728,25.00235
C0V790,2022/10/30 19:20,410.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,萬山,高雄市,120.688056,22.905944
C0A570,2022/10/30 19:20,360.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,桶後,新北市,121.597992,24.848222
81AH50,2022/10/30 19:20,10.0,0.0,0.0,0.0,5.0,6.0,6.0,6.0,萬里國小,新北市,121.689444,25.175833
01S260,2022/10/30 19:20,153.0,0.0,0.0,3.0,4.0,4.0,5.0,4.0,忠勇,臺東縣,121.439636,23.325933
CAB010,2022/10/30 19:20,49.0,0.0,0.0,0.0,12.0,12.5,27.0,26.5,國一S001K,基隆市,121.7286,25.11583
C0R540,2022/10/30 19:20,17.0,0.0,0.0,0.5,2.0,2.0,2.0,2.0,佳冬,屏東縣,120.552375,22.419456
C0B020,2022/10/30 19:20,86.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,基隆嶼,基隆市,121.783914,25.191408
01Q960,2022/10/30 19:20,841.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,泰武(2),屏東縣,120.685278,22.598611
81T850,2022/10/30 19:20,116.0,0.0,0.0,0.0,2.0,3.5,12.0,9.0,溪口國小,花蓮縣,121.473333,23.819722
81U910,2022/10/30 19:20,45.0,0.0,0.0,7.5,9.0,9.0,13.5,13.0,永樂國小,宜蘭縣,121.844167,24.575833
21C070,2022/10/30 19:20,1220.0,0.0,0.0,0.5,1.0,5.0,10.5,9.5,巴陵,桃園市,121.391485,24.681503
NUP460,2022/10/30 19:20,101.0,0.0,0.0,3.0,11.0,12.0,13.0,13.0,平溪旅遊,新北市,121.773797,25.048418
01T560,2022/10/30 19:20,200.0,0.0,0.0,0.0,1.0,3.0,15.0,7.0,西林,花蓮縣,121.432069,23.819214
C0U650,2022/10/30 19:20,442.0,0.0,0.0,2.5,8.5,68.5,98.5,92.0,玉蘭,宜蘭縣,121.587061,24.675286
C0AH80,2022/10/30 19:20,68.0,0.0,0.0,1.0,3.5,5.5,14.0,13.0,深坑,新北市,121.628328,25.002703
01R440,2022/10/30 19:20,28.7,0.0,0.0,3.0,3.0,3.0,3.0,3.0,泗林,屏東縣,120.569592,22.545635
C0U940,2022/10/30 19:20,25.0,0.0,0.0,2.5,2.5,3.5,4.0,4.0,羅東,宜蘭縣,121.749344,24.681836
CAQ010,2022/10/30 19:20,33.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,國三N425K,屏東縣,120.531666,22.480277
A1AB10,2022/10/30 19:20,42.0,0.0,0.0,0.5,6.5,8.5,9.5,9.5,埤腹,臺北市,121.545303,24.986395
01U780,2022/10/30 19:20,804.0,0.0,0.0,1.0,2.0,3.0,5.0,4.0,四季,宜蘭縣,121.426136,24.488418
C0A890,2022/10/30 19:20,40.0,0.0,0.0,1.0,5.5,6.5,7.5,7.5,雙溪,新北市,121.864242,25.036003
C0AJ40,2022/10/30 19:20,154.0,0.0,0.0,1.5,6.5,7.0,7.0,7.0,石門,新北市,121.6012,25.273672
C0R550,2022/10/30 19:20,38.0,0.0,0.0,0.5,1.5,1.5,1.5,1.5,新埤,屏東縣,120.582894,22.467947
C0R220,2022/10/30 19:20,23.0,0.0,0.0,2.5,2.5,2.5,2.5,2.5,潮州,屏東縣,120.54,22.534361
01A220,2022/10/30 19:20,33.0,0.0,0.0,2.0,7.0,8.0,8.0,8.0,三峽,新北市,121.355555,24.938878
C0R700,2022/10/30 19:20,19.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,枋山,屏東縣,120.661086,22.246844
A1AD70,2022/10/30 19:20,375.0,0.0,0.0,1.5,9.5,11.5,12.5,12.5,茶製場,臺北市,121.663304,25.028388
C0A640,2022/10/30 19:20,241.0,0.0,0.0,1.5,5.0,16.0,57.5,49.0,石碇,新北市,121.662917,24.993969
01U460,2022/10/30 19:20,83.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,五峰,宜蘭縣,121.748477,24.829997
C0R520,2022/10/30 19:20,18.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,崁頂,屏東縣,120.506914,22.514781
01A350,2022/10/30 19:20,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,富貴角,新北市,121.544109,25.288486
A1AG80,2022/10/30 19:20,80.0,0.0,0.0,1.0,3.5,4.5,14.5,11.5,金面山,臺北市,121.56991,25.094893
O1AH20,2022/10/30 19:20,71.0,0.0,0.0,0.0,6.0,7.0,10.0,10.0,上林國小,新北市,121.832514,25.029351
C1T940,2022/10/30 19:20,539.0,0.0,0.0,1.0,3.0,6.0,24.5,13.5,大觀,花蓮縣,121.373133,23.714206
